,Test score (Accuracy),Train score (Accuracy),Number of trainable parameters,Number of layers,Regularization methods,Number of epochs,Loss function,Optimizer,Embedding dimension
0,0.8629,0.8892,"819,401",6,Dropout,5,binary_crossentropy,adam,32
